target_gene	experiment_type	cell_line	gene_silencing_series	experiment_id	experiment_doi	sample_id	rin	read_depth	bio_rep	tech_rep	sex	age	life_stage	gene_quantification_id	file_format	output_type	genome_annotation	mapped_run_type	lab	assay	cellosaurus	biosample	document	biosample_alias	nucleic_acid_type	extraction_method	fragmentation_method	size_selection_method	strand_specificity	Splicing_regulation	Spliceosome	Exon_junction_complex	NMD
APOBEC3C	control	HepG2	ENCSR153LWS	ENCSR279HMU	10.17989/ENCSR279HMU	ENCFF931YGM	9.9	22166478	2	2_1	male	15	child	ENCFF029QJN	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
APOBEC3C	case	K562	ENCSR628KJM	ENCSR963RLK	10.17989/ENCSR963RLK	ENCFF242UWI	10	25596749	1	1_1	female	53	adult	ENCFF010SSY	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB780TII	/documents/79ba090c-d882-49d3-b1db-9715268a1490/	APOBEC3C_BGKLV25-3	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
APOBEC3C	case	K562	ENCSR628KJM	ENCSR963RLK	10.17989/ENCSR963RLK	ENCFF381HAJ	10	44456564	2	2_1	female	53	adult	ENCFF053UQJ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB532LDG	/documents/98b4f8d9-8546-4153-a625-33db46da27e2/	APOBEC3C_BGKLV25-4	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
APOBEC3C	control	K562	ENCSR628KJM	ENCSR620PUP	10.17989/ENCSR620PUP	ENCFF977FSW	10	35617336	1	1_1	female	53	adult	ENCFF585BAL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
APOBEC3C	control	K562	ENCSR628KJM	ENCSR620PUP	10.17989/ENCSR620PUP	ENCFF402BSL	9.9	85668137	2	2_1	female	53	adult	ENCFF643OYR	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
AQR	case	HepG2	ENCSR354MEA	ENCSR431SXF	10.17989/ENCSR431SXF	ENCFF972VPU	9.2	35271766	1	1_1	male	15	child	ENCFF360WSK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB867RJA	/documents/1280798c-7bd8-4100-be07-15eba66dc514/	AQR-BGHLV37-11C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
AQR	case	HepG2	ENCSR354MEA	ENCSR431SXF	10.17989/ENCSR431SXF	ENCFF936OEE	9.4	20256493	2	2_1	male	15	child	ENCFF411CIV	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB281ZOM	/documents/36e03440-7671-4dc6-819c-19580cf8e74a/	AQR-BGHLV37-12C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
AQR	control	HepG2	ENCSR354MEA	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF085MQH	9.6	21601625	2	2_1	male	15	child	ENCFF881HQM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
AQR	control	HepG2	ENCSR354MEA	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF560WIR	10	14279264	1	1_1	male	15	child	ENCFF255EQI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
AQR	case	K562	ENCSR458PUT	ENCSR624OUI	10.17989/ENCSR624OUI	ENCFF180WYF	9.2	50108875	1	1_1	female	53	adult	ENCFF620JGP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB403KZO	/documents/df5d58e1-67bb-44fb-9cdd-68c9f6618cf8/	AQR_BGKLV38-19	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
AQR	case	K562	ENCSR458PUT	ENCSR624OUI	10.17989/ENCSR624OUI	ENCFF707TCX	9.2	27560232	2	2_1	female	53	adult	ENCFF238FEO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB213DDB	/documents/b3f0ef82-c9ce-4b4e-b7dc-65078f71f607/	AQR_BGKLV38-20	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
AQR	control	K562	ENCSR458PUT	ENCSR718EWL	10.17989/ENCSR718EWL	ENCFF374QAQ	9.7	48283595	1	1_1	female	53	adult	ENCFF312AZX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
AQR	control	K562	ENCSR458PUT	ENCSR718EWL	10.17989/ENCSR718EWL	ENCFF693FRG	9.2	42369224	2	2_1	female	53	adult	ENCFF587FCB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
ATP5C1	case	HepG2	ENCSR405FAO	ENCSR713OLV	10.17989/ENCSR713OLV	ENCFF982DBJ	9.9	62589226	1	1_1	male	15	child	ENCFF079WGA	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB620HPE	/documents/825f8678-7039-4297-b4cd-4f0ab24053a1/	ATP5C1_BGHLV30-13	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ATP5C1	case	HepG2	ENCSR405FAO	ENCSR713OLV	10.17989/ENCSR713OLV	ENCFF576GVX	10	38108331	2	2_1	male	15	child	ENCFF740OYT	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB374KMG	/documents/82330173-c2a9-4c70-8638-f4f488aca951/	ATP5C1_BGHLV30-14	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ATP5C1	control	HepG2	ENCSR405FAO	ENCSR067GHD	10.17989/ENCSR067GHD	ENCFF304ITC	10	32583010	2	2_1	male	15	child	ENCFF861ZJD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ATP5C1	control	HepG2	ENCSR405FAO	ENCSR067GHD	10.17989/ENCSR067GHD	ENCFF032IND	10	19538219	1	1_1	male	15	child	ENCFF528UQK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ATP5C1	case	K562	ENCSR945FQQ	ENCSR231DXJ	10.17989/ENCSR231DXJ	ENCFF372SRV	9.9	37326661	2	2_1	female	53	adult	ENCFF970BVP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB197DFT	/documents/971814a2-ce85-4f33-a712-72241f3989b7/	ATP5C1_BGKLV32-12	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ATP5C1	case	K562	ENCSR945FQQ	ENCSR231DXJ	10.17989/ENCSR231DXJ	ENCFF269IOG	9.9	38080328	1	1_1	female	53	adult	ENCFF709RVG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB777BDA	/documents/905b3636-f2b1-41b4-9251-0e78ccc674ce/	ATP5C1_BGKLV32-11	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ATP5C1	control	K562	ENCSR945FQQ	ENCSR143COQ	10.17989/ENCSR143COQ	ENCFF412QOH	10	38186715	2	2_1	female	53	adult	ENCFF414GEB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ATP5C1	control	K562	ENCSR945FQQ	ENCSR143COQ	10.17989/ENCSR143COQ	ENCFF936BWK	10	60477759	1	1_1	female	53	adult	ENCFF157LEU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	case	HepG2	ENCSR828YUV	ENCSR409CSO	10.17989/ENCSR409CSO	ENCFF676UYX	9.6	32862089	1	1_1	male	15	child	ENCFF365PHL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB369JDZ	/documents/f384140a-fd9c-4ed1-9697-4fd5eaab1abe/	AUH_BGHLV37-13	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	case	HepG2	ENCSR828YUV	ENCSR409CSO	10.17989/ENCSR409CSO	ENCFF432IBV	9.6	44894213	2	2_1	male	15	child	ENCFF682LIK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB715JET	/documents/a374ce59-4a29-4402-9b51-d44be0490db4/	AUH_BGHLV37-14	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	control	HepG2	ENCSR828YUV	ENCSR997HCQ	10.17989/ENCSR997HCQ	ENCFF996GEV	10	34814870	1	1_1	male	15	child	ENCFF376QRC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	control	HepG2	ENCSR828YUV	ENCSR997HCQ	10.17989/ENCSR997HCQ	ENCFF293GBJ	9.6	43724093	2	2_1	male	15	child	ENCFF878EDX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	case	K562	ENCSR805AKV	ENCSR395FYF	10.17989/ENCSR395FYF	ENCFF609LMR	9.5	47077492	1	1_1	female	53	adult	ENCFF020UAW	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB637DRP	/documents/1cbce97f-3ef7-43cd-b395-e0bfc89e3f82/	AUH_BGKLV38-27	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	case	K562	ENCSR805AKV	ENCSR395FYF	10.17989/ENCSR395FYF	ENCFF204BIY	9.4	43305948	2	2_1	female	53	adult	ENCFF175EJU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB359IBQ	/documents/e52235e8-f64d-46f9-abf4-c31daef2b451/	AUH_BGKLV38-28	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	control	K562	ENCSR805AKV	ENCSR718EWL	10.17989/ENCSR718EWL	ENCFF374QAQ	9.7	48283595	1	1_1	female	53	adult	ENCFF312AZX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
AUH	control	K562	ENCSR805AKV	ENCSR718EWL	10.17989/ENCSR718EWL	ENCFF693FRG	9.2	42369224	2	2_1	female	53	adult	ENCFF587FCB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	case	HepG2	ENCSR459URX	ENCSR570CWH	10.17989/ENCSR570CWH	ENCFF242ZTF	8.2	31885628	1	1_1	male	15	child	ENCFF280VZD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB678MEZ	/documents/88ac535f-e997-41d4-97a8-415c589f0724/	BCCIP_BGHLV17_45	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	case	HepG2	ENCSR459URX	ENCSR570CWH	10.17989/ENCSR570CWH	ENCFF896JFJ	8.3	30713457	2	2_1	male	15	child	ENCFF117EGN	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB731PTU	/documents/c9f6b8fe-11ec-42d3-8ef5-7db0311978a4/	BCCIP_BGHLV17_46	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	control	HepG2	ENCSR459URX	ENCSR856ZRV	10.17989/ENCSR856ZRV	ENCFF343WPT	9.6	21703669	1	1_1	male	15	child	ENCFF260RDP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	control	HepG2	ENCSR459URX	ENCSR856ZRV	10.17989/ENCSR856ZRV	ENCFF435FBM	9.8	21769823	2	2_1	male	15	child	ENCFF249RFJ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	case	K562	ENCSR566QET	ENCSR606QIX	10.17989/ENCSR606QIX	ENCFF841CVX	9.9	27519614	1	1_1	female	53	adult	ENCFF229XIK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB762JVP	/documents/e191ccce-5f4e-482c-8a02-207a6194e0d1/	BCCIP_BGKLV19_5A	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	case	K562	ENCSR566QET	ENCSR606QIX	10.17989/ENCSR606QIX	ENCFF174HAI	9.5	23714286	2	2_1	female	53	adult	ENCFF657KCJ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB258KUH	/documents/88812ebf-51a8-4b20-9557-3e84cd90e72d/	BCCIP_BGKLV19_6A	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	control	K562	ENCSR566QET	ENCSR245BNJ	10.17989/ENCSR245BNJ	ENCFF357GUQ	9.7	24445028	1	1_1	female	53	adult	ENCFF446WUZ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BCCIP	control	K562	ENCSR566QET	ENCSR245BNJ	10.17989/ENCSR245BNJ	ENCFF971JLU	9.3	19031369	2	2_1	female	53	adult	ENCFF936VFG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	case	HepG2	ENCSR738DNW	ENCSR925SYZ	10.17989/ENCSR925SYZ	ENCFF530EHU	10	33454979	1	1_1	male	15	child	ENCFF110LXA	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB452BSZ	/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/	BOP1_BGHLV35-9	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	case	HepG2	ENCSR738DNW	ENCSR925SYZ	10.17989/ENCSR925SYZ	ENCFF079IUY	10	34703157	2	2_1	male	15	child	ENCFF630JND	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB330IUF	/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/	BOP1_BGHLV35-10	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	control	HepG2	ENCSR738DNW	ENCSR264TUE	10.17989/ENCSR264TUE	ENCFF965UPD	10	33700253	1	1_1	male	15	child	ENCFF873KLR	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	control	HepG2	ENCSR738DNW	ENCSR264TUE	10.17989/ENCSR264TUE	ENCFF958MMI	10	36662855	2	2_1	male	15	child	ENCFF311ACC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	case	K562	ENCSR894YKS	ENCSR775TMW	10.17989/ENCSR775TMW	ENCFF575ZQH	10	33871151	1	1_1	female	53	adult	ENCFF025JTP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB456PVK	/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/	BOP1_BGKLV36-7	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	case	K562	ENCSR894YKS	ENCSR775TMW	10.17989/ENCSR775TMW	ENCFF316VDX	10	33423039	2	2_1	female	53	adult	ENCFF116QJY	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB676MEB	/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/	BOP1_BGKLV36-8	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	control	K562	ENCSR894YKS	ENCSR424QCW	10.17989/ENCSR424QCW	ENCFF525ALF	9.4	27735686	1	1_1	female	53	adult	ENCFF812VKX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BOP1	control	K562	ENCSR894YKS	ENCSR424QCW	10.17989/ENCSR424QCW	ENCFF172ZXY	10	27142780	2	2_1	female	53	adult	ENCFF236YMC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
BUD13	case	HepG2	ENCSR662ZKE	ENCSR382QKD	10.17989/ENCSR382QKD	ENCFF870VSB	9.9	27882720	1	1_1	male	15	child	ENCFF317MKY	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB982ULD	/documents/4c35b07b-278a-42be-a839-1bbca3f0e6c3/	BUD13_BGHLV30-17	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
BUD13	case	HepG2	ENCSR662ZKE	ENCSR382QKD	10.17989/ENCSR382QKD	ENCFF450VER	9.8	36799967	2	2_1	male	15	child	ENCFF297SVC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB120PRS	/documents/b272e24d-07db-4217-a730-1b70db903970/	BUD13_BGHLV30-18	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
BUD13	control	HepG2	ENCSR662ZKE	ENCSR067GHD	10.17989/ENCSR067GHD	ENCFF304ITC	10	32583010	2	2_1	male	15	child	ENCFF861ZJD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
BUD13	control	HepG2	ENCSR662ZKE	ENCSR067GHD	10.17989/ENCSR067GHD	ENCFF032IND	10	19538219	1	1_1	male	15	child	ENCFF528UQK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
BUD13	case	K562	ENCSR136SIX	ENCSR267RHP	10.17989/ENCSR267RHP	ENCFF198TSV	10	26220080	1	1_1	female	53	adult	ENCFF406BTV	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB528WKB	/documents/627fc2ca-4a2a-42dd-9531-779e49c0c742/	BUD13_BGKLV29-15	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
BUD13	case	K562	ENCSR136SIX	ENCSR267RHP	10.17989/ENCSR267RHP	ENCFF115MAM	9.9	25930669	2	2_1	female	53	adult	ENCFF351BAY	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB568GQD	/documents/de2eea39-170e-4b06-9d37-2434b5a162e7/	BUD13_BGKLV29-16	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
BUD13	control	K562	ENCSR136SIX	ENCSR032YMP	10.17989/ENCSR032YMP	ENCFF642XQV	10	40542487	1	1_1	female	53	adult	ENCFF135WYE	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
